index,timestamp,width,height,frame_id,filename,angle,torque,speed,lat,long,alt
2016-11-17 23:43:22.229245710,1479426202229245710,640,480,center_camera,center/1479426202229245710.jpg,0.00523598771542,-0.125,25.6156258407,37.5198707581,-122.330940247,114.067183882
2016-11-17 23:43:22.240725504,1479426202240725504,640,480,right_camera,right/1479426202240725504.jpg,0.00523598771542,-0.125,25.6219967236,37.5198745728,-122.330940247,114.063338324
2016-11-17 23:43:22.253252472,1479426202253252472,640,480,left_camera,left/1479426202253252472.jpg,0.00523598771542,-0.125,25.6255890667,37.5198745728,-122.330940247,114.056003938
2016-11-17 23:43:22.278926539,1479426202278926539,640,480,center_camera,center/1479426202278926539.jpg,0.00523598771542,-0.125,25.6327019914,37.5198822021,-122.330947876,114.041012063
2016-11-17 23:43:22.289644424,1479426202289644424,640,480,right_camera,right/1479426202289644424.jpg,0.00523598771542,-0.125,25.6380217646,37.5198822021,-122.330947876,114.037321156
2016-11-17 23:43:22.302936555,1479426202302936555,640,480,left_camera,left/1479426202302936555.jpg,0.00523598771542,-0.119635240663,25.6453973415,37.5198860168,-122.330947876,114.026690744
2016-11-17 23:43:22.329043915,1479426202329043915,640,480,center_camera,center/1479426202329043915.jpg,0.00523598771542,-0.0864588030664,25.6587501834,37.5198898315,-122.330955505,114.012517142
2016-11-17 23:43:22.340137964,1479426202340137964,640,480,right_camera,right/1479426202340137964.jpg,0.00523598771542,-0.121355408104,25.6634029931,37.5198936462,-122.330955505,114.004517782
2016-11-17 23:43:22.353025726,1479426202353025726,640,480,left_camera,left/1479426202353025726.jpg,0.00523598771542,-0.161625003198,25.6638889313,37.5198974609,-122.330955505,113.995904054
2016-11-17 23:43:22.378972324,1479426202378972324,640,480,center_camera,center/1479426202378972324.jpg,0.0037161117085,-0.241926550784,25.6735640612,37.5199012756,-122.330963135,113.986052078
2016-11-17 23:43:22.389638078,1479426202389638078,640,480,right_camera,right/1479426202389638078.jpg,0.00278976155029,-0.25,25.6783457223,37.5199050903,-122.330963135,113.983500447
2016-11-17 23:43:22.402989506,1479426202402989506,640,480,left_camera,left/1479426202402989506.jpg,0.00174532923847,-0.25,25.6835211373,37.5199050903,-122.330963135,113.973401801
