index,timestamp,width,height,frame_id,filename,angle,torque,speed,lat,long,alt
2016-11-17 23:35:29.831388501,1479425729831388501,640,480,center_camera,center/1479425729831388501.jpg,0.0168040372934,-0.101750252064,22.3830103867,37.4929237366,-122.382316589,48.850685276
2016-11-17 23:35:29.854277875,1479425729854277875,640,480,left_camera,left/1479425729854277875.jpg,0.0157079640776,-0.0945933217538,22.3734980553,37.4929237366,-122.38230896,48.8892471015
2016-11-17 23:35:29.859224060,1479425729859224060,640,480,right_camera,right/1479425729859224060.jpg,0.0157079640776,-0.110015772871,22.3714417599,37.4929237366,-122.38230896,48.897340465
2016-11-17 23:35:29.881120069,1479425729881120069,640,480,center_camera,center/1479425729881120069.jpg,0.0142163810881,-0.231826706437,22.364697199,37.4929237366,-122.382302515,48.9364340744
2016-11-17 23:35:29.903951700,1479425729903951700,640,480,left_camera,left/1479425729903951700.jpg,0.0122292644708,-0.312071721155,22.3611297303,37.4929237366,-122.382301331,48.9741085263
2016-11-17 23:35:29.909166889,1479425729909166889,640,480,right_camera,right/1479425729909166889.jpg,0.0109024743617,-0.29680536917,22.3597159496,37.4929237366,-122.382301331,48.9830542473
2016-11-17 23:35:29.931106688,1479425729931106688,640,480,center_camera,center/1479425729931106688.jpg,0.00579410940918,-0.271256869452,22.3536668011,37.4929275513,-122.382293701,49.0048646588
2016-11-17 23:35:29.953971728,1479425729953971728,640,480,left_camera,left/1479425729953971728.jpg,0.0026460124314,-0.34274665873,22.3446226644,37.4929275513,-122.382286072,49.0448704234
2016-11-17 23:35:29.959216426,1479425729959216426,640,480,right_camera,right/1479425729959216426.jpg,0.00218826401103,-0.35913856671,22.3417082584,37.4929275513,-122.382286072,49.0543676568
2016-11-17 23:35:29.981076760,1479425729981076760,640,480,center_camera,center/1479425729981076760.jpg,-0.00117415000813,-0.375,22.3342428072,37.4929275513,-122.382278442,49.0911488209
2016-11-17 23:35:30.004015285,1479425730004015285,640,480,left_camera,left/1479425730004015285.jpg,-0.00516677972586,-0.436260835706,22.3360560082,37.4929275513,-122.382273929,49.1291944794
2016-11-17 23:35:30.009062444,1479425730009062444,640,480,right_camera,right/1479425730009062444.jpg,-0.00564370862234,-0.422899570396,22.334813124,37.4929275513,-122.382270813,49.1372614019
2016-11-17 23:35:30.031118702,1479425730031118702,640,480,center_camera,center/1479425730031118702.jpg,-0.00816982701486,-0.353719809085,22.3296094068,37.492931366,-122.382270813,49.1746453056
2016-11-17 23:35:30.053911035,1479425730053911035,640,480,left_camera,left/1479425730053911035.jpg,-0.0113082915487,-0.372396730325,22.3251155216,37.492931366,-122.382263184,49.212715
2016-11-17 23:35:30.059060282,1479425730059060282,640,480,right_camera,right/1479425730059060282.jpg,-0.0117561407112,-0.404471564162,22.3236898321,37.492931366,-122.382263184,49.2206341941
2016-11-17 23:35:30.081148517,1479425730081148517,640,480,center_camera,center/1479425730081148517.jpg,-0.0136802986119,-0.332720776232,22.3268790722,37.492931366,-122.382255554,49.2570504965
2016-11-17 23:35:30.104033503,1479425730104033503,640,480,left_camera,left/1479425730104033503.jpg,-0.0139626339078,-0.434196754795,22.3304815746,37.492931366,-122.382247925,49.2940675714
2016-11-17 23:35:30.112267021,1479425730112267021,640,480,right_camera,right/1479425730112267021.jpg,-0.0146385942778,-0.4375,22.329479401,37.492931366,-122.382247925,49.3067979412
2016-11-17 23:35:30.131106872,1479425730131106872,640,480,center_camera,center/1479425730131106872.jpg,-0.0157079640776,-0.416817759625,22.3268588763,37.4929351807,-122.382240295,49.3377269108
2016-11-17 23:35:30.154096848,1479425730154096848,640,480,left_camera,left/1479425730154096848.jpg,-0.0157079640776,-0.375,22.3250007629,37.4929351807,-122.382240295,49.3734759528
2016-11-17 23:35:30.159160384,1479425730159160384,640,480,right_camera,right/1479425730159160384.jpg,-0.0157079640776,-0.375,22.3250007629,37.4929351807,-122.382234674,49.3819929556
2016-11-17 23:35:30.181075491,1479425730181075491,640,480,center_camera,center/1479425730181075491.jpg,-0.0157079640776,-0.375,22.334156064,37.4929351807,-122.382232666,49.4163426202
2016-11-17 23:35:30.204000457,1479425730204000457,640,480,left_camera,left/1479425730204000457.jpg,-0.0157079640776,-0.375,22.3361110687,37.4929351807,-122.382225037,49.4559235439
2016-11-17 23:35:30.209149059,1479425730209149059,640,480,right_camera,right/1479425730209149059.jpg,-0.0157079640776,-0.375,22.3354760092,37.4929351807,-122.382225037,49.464016692
2016-11-17 23:35:30.231104826,1479425730231104826,640,480,center_camera,center/1479425730231104826.jpg,-0.0157079640776,-0.375,22.3324328183,37.4929351807,-122.382217407,49.4980627338
2016-11-17 23:35:30.253883698,1479425730253883698,640,480,left_camera,left/1479425730253883698.jpg,-0.0157079640776,-0.346182223528,22.3305549622,37.4929389954,-122.382209778,49.5356722949
2016-11-17 23:35:30.259123700,1479425730259123700,640,480,right_camera,right/1479425730259123700.jpg,-0.0157079640776,-0.329837777238,22.3305549622,37.4929389954,-122.382209778,49.5440193025
2016-11-17 23:35:30.281174632,1479425730281174632,640,480,center_camera,center/1479425730281174632.jpg,-0.0157079640776,-0.415506920105,22.3351335016,37.4929389954,-122.382202148,49.5791628387
2016-11-17 23:35:30.303944307,1479425730303944307,640,480,left_camera,left/1479425730303944307.jpg,-0.0157079640776,-0.317653209559,22.3307840164,37.4929389954,-122.382202148,49.6194040581
2016-11-17 23:35:30.309101686,1479425730309101686,640,480,right_camera,right/1479425730309101686.jpg,-0.0157079640776,-0.3125,22.3299538502,37.4929389954,-122.382202148,49.6284654601
2016-11-17 23:35:30.331103013,1479425730331103013,640,480,center_camera,center/1479425730331103013.jpg,-0.0157079640776,-0.332229994636,22.3251472367,37.4929389954,-122.382194519,49.664544778
2016-11-17 23:35:30.353950757,1479425730353950757,640,480,left_camera,left/1479425730353950757.jpg,-0.0157079640776,-0.31806077094,22.3219755398,37.4929428101,-122.38218689,49.7064426003
2016-11-17 23:35:30.359060832,1479425730359060832,640,480,right_camera,right/1479425730359060832.jpg,-0.0157079640776,-0.286192109229,22.3233920652,37.4929428101,-122.38218689,49.7150191417
2016-11-17 23:35:30.381154894,1479425730381154894,640,480,center_camera,center/1479425730381154894.jpg,-0.0157079640776,-0.300728935486,22.3250007629,37.4929428101,-122.38217926,49.754026833
2016-11-17 23:35:30.404023427,1479425730404023427,640,480,left_camera,left/1479425730404023427.jpg,-0.0157079640776,-0.193052280504,22.3170377031,37.4929428101,-122.382171631,49.7946014348
2016-11-17 23:35:30.409100197,1479425730409100197,640,480,right_camera,right/1479425730409100197.jpg,-0.0157079640776,-0.161418157361,22.3155082488,37.4929428101,-122.382171631,49.8039815061
2016-11-17 23:35:30.431228626,1479425730431228626,640,480,center_camera,center/1479425730431228626.jpg,-0.0157079640776,-0.0234822240436,22.3085103048,37.4929428101,-122.382170907,49.8083128385
2016-11-17 23:35:30.453972617,1479425730453972617,640,480,left_camera,left/1479425730453972617.jpg,-0.0149264437408,0.0625,22.302778244,37.4929456879,-122.382164001,49.8490461886
2016-11-17 23:35:30.459228500,1479425730459228500,640,480,right_camera,right/1479425730459228500.jpg,-0.0144697746307,0.0625,22.302778244,37.4929466248,-122.382164001,49.8583734038
2016-11-17 23:35:30.481172304,1479425730481172304,640,480,center_camera,center/1479425730481172304.jpg,-0.0125605991762,0.162913341845,22.2983149862,37.4929466248,-122.382156372,49.8967288623
2016-11-17 23:35:30.503988209,1479425730503988209,640,480,left_camera,left/1479425730503988209.jpg,-0.0105715860659,0.246432956857,22.2893645298,37.4929466248,-122.382148743,49.9378566926
2016-11-17 23:35:30.509122856,1479425730509122856,640,480,right_camera,right/1479425730509122856.jpg,-0.0101231779749,0.25,22.2872235715,37.4929466248,-122.382148743,49.947236634
2016-11-17 23:35:30.531147589,1479425730531147589,640,480,center_camera,center/1479425730531147589.jpg,-0.00767374996112,0.30655610386,22.2780421588,37.4929466248,-122.382141113,49.9882275971
2016-11-17 23:35:30.554059657,1479425730554059657,640,480,left_camera,left/1479425730554059657.jpg,-0.00368184074722,0.409673105403,22.2709852208,37.4929466248,-122.382141113,50.0283947816
2016-11-17 23:35:30.559193183,1479425730559193183,640,480,right_camera,right/1479425730559193183.jpg,-0.00278823075106,0.393673079869,22.2702737939,37.4929466248,-122.382133484,50.037205596
2016-11-17 23:35:30.581104348,1479425730581104348,640,480,center_camera,center/1479425730581104348.jpg,0.00102702089336,0.424638738474,22.2650322569,37.4929504395,-122.382133484,50.0753802254
2016-11-17 23:35:30.603991612,1479425730603991612,640,480,left_camera,left/1479425730603991612.jpg,0.00174532923847,0.320484634249,22.258688114,37.4929504395,-122.382125854,50.1185810069
2016-11-17 23:35:30.609163076,1479425730609163076,640,480,right_camera,right/1479425730609163076.jpg,0.00242287599363,0.3125,22.2577941632,37.4929504395,-122.382125854,50.1280355693
2016-11-17 23:35:30.631138780,1479425730631138780,640,480,center_camera,center/1479425730631138780.jpg,0.00523598771542,0.294308608703,22.2555561066,37.4929504395,-122.382118225,50.1691301448
2016-11-17 23:35:30.654128190,1479425730654128190,640,480,left_camera,left/1479425730654128190.jpg,0.00523598771542,0.194995271022,22.2567781355,37.4929504395,-122.382110596,50.2063352928
2016-11-17 23:35:30.659201768,1479425730659201768,640,480,right_camera,right/1479425730659201768.jpg,0.00523598771542,0.163331884817,22.2574815945,37.4929504395,-122.382110596,50.2147898007
2016-11-17 23:35:30.681186395,1479425730681186395,640,480,center_camera,center/1479425730681186395.jpg,0.00385622334913,0.0261816555953,22.2561377791,37.4929542542,-122.382102966,50.2352780347
2016-11-17 23:35:30.704077970,1479425730704077970,640,480,left_camera,left/1479425730704077970.jpg,0.00349065847695,0.0,22.2529980344,37.4929542542,-122.382102966,50.272837119
2016-11-17 23:35:30.709156833,1479425730709156833,640,480,right_camera,right/1479425730709156833.jpg,0.00349065847695,-0.0109511970892,22.2522904986,37.4929542542,-122.382097041,50.2816929989
2016-11-17 23:35:30.731148035,1479425730731148035,640,480,center_camera,center/1479425730731148035.jpg,0.00299716783483,-0.0448281679739,22.250785223,37.4929542542,-122.382095337,50.3214578901
2016-11-17 23:35:30.754058351,1479425730754058351,640,480,left_camera,left/1479425730754058351.jpg,0.00174532923847,0.0,22.2527770996,37.4929542542,-122.382087708,50.3621949999
2016-11-17 23:35:30.759220910,1479425730759220910,640,480,right_camera,right/1479425730759220910.jpg,0.00174532923847,0.0,22.2527770996,37.4929542542,-122.382087708,50.371023209
2016-11-17 23:35:30.781122615,1479425730781122615,640,480,center_camera,center/1479425730781122615.jpg,0.00174532923847,0.0,22.2506170779,37.4929542542,-122.382080078,50.4061091579
2016-11-17 23:35:30.804107362,1479425730804107362,640,480,left_camera,left/1479425730804107362.jpg,0.00174532923847,0.115720858896,22.2474290532,37.4929580688,-122.382072449,50.44500481
2016-11-17 23:35:30.809174128,1479425730809174128,640,480,right_camera,right/1479425730809174128.jpg,0.00174532923847,0.147308438409,22.2467269379,37.4929580688,-122.382072449,50.4536744468
2016-11-17 23:35:30.831205405,1479425730831205405,640,480,center_camera,center/1479425730831205405.jpg,0.00174532923847,0.2673200276,22.2452140131,37.4929580688,-122.382064819,50.4929701235
2016-11-17 23:35:30.854230334,1479425730854230334,640,480,left_camera,left/1479425730854230334.jpg,0.00249080287775,0.3391953085,22.2436635802,37.4929580688,-122.382064819,50.5316318437
2016-11-17 23:35:30.859303454,1479425730859303454,640,480,right_camera,right/1479425730859303454.jpg,0.00293354723923,0.355049923195,22.2415496639,37.4929580688,-122.382064819,50.5403278696
2016-11-17 23:35:30.881207333,1479425730881207333,640,480,center_camera,center/1479425730881207333.jpg,0.00349065847695,0.375,22.2388896942,37.4929580688,-122.38205719,50.5783463287
2016-11-17 23:35:30.904192207,1479425730904192207,640,480,left_camera,left/1479425730904192207.jpg,0.00349065847695,0.202323943212,22.2337728592,37.4929618835,-122.382049561,50.6190925513
2016-11-17 23:35:30.909439311,1479425730909439311,640,480,right_camera,right/1479425730909439311.jpg,0.00349065847695,0.1875,22.2338411364,37.4929618835,-122.382049561,50.6273835979
2016-11-17 23:35:30.931278086,1479425730931278086,640,480,center_camera,center/1479425730931278086.jpg,0.00349065847695,0.170451274737,22.2361106873,37.4929618835,-122.382041931,50.6585596604
2016-11-17 23:35:30.954197175,1479425730954197175,640,480,left_camera,left/1479425730954197175.jpg,0.00349065847695,0.125,22.2349515584,37.4929618835,-122.382041931,50.6970995371
2016-11-17 23:35:30.959343730,1479425730959343730,640,480,right_camera,right/1479425730959343730.jpg,0.00349065847695,0.125,22.234238502,37.4929618835,-122.382034302,50.7054179781
2016-11-17 23:35:30.981360394,1479425730981360394,640,480,center_camera,center/1479425730981360394.jpg,0.00349065847695,0.173285259071,22.2290411389,37.4929618835,-122.382034302,50.7399370665
2016-11-17 23:35:31.004259409,1479425731004259409,640,480,left_camera,left/1479425731004259409.jpg,0.00349065847695,0.1875,22.2176103599,37.4929618835,-122.382026672,50.7780095362
2016-11-17 23:35:31.009304723,1479425731009304723,640,480,right_camera,right/1479425731009304723.jpg,0.00349065847695,0.156154015972,22.2175957184,37.4929649538,-122.382026672,50.7859475697
2016-11-17 23:35:31.031243212,1479425731031243212,640,480,center_camera,center/1479425731031243212.jpg,0.00349065847695,-0.0164569447637,22.2222213745,37.4929656982,-122.382019043,50.8222872439
2016-11-17 23:35:31.054723299,1479425731054723299,640,480,left_camera,left/1479425731054723299.jpg,0.00349065847695,-0.0353708440713,22.2210159286,37.4929656982,-122.382011414,50.85603183
2016-11-17 23:35:31.059333991,1479425731059333991,640,480,right_camera,right/1479425731059333991.jpg,0.00349065847695,-0.0210100852236,22.2203778285,37.4929656982,-122.382011414,50.8633770933
2016-11-17 23:35:31.081296618,1479425731081296618,640,480,center_camera,center/1479425731081296618.jpg,0.00349065847695,-0.0475714496075,22.2152152822,37.4929656982,-122.382003784,50.898420951
2016-11-17 23:35:31.104152709,1479425731104152709,640,480,left_camera,left/1479425731104152709.jpg,0.00349065847695,-0.0625,22.2138881683,37.4929656982,-122.382003784,50.93817607
2016-11-17 23:35:31.109468216,1479425731109468216,640,480,right_camera,right/1479425731109468216.jpg,0.00319759921377,-0.072994411911,22.2148210975,37.4929656982,-122.38199732,50.946212744
2016-11-17 23:35:31.131320872,1479425731131320872,640,480,center_camera,center/1479425731131320872.jpg,0.00174532923847,-0.125,22.2194442749,37.4929695129,-122.381996155,50.9828850816
2016-11-17 23:35:31.154292311,1479425731154292311,640,480,left_camera,left/1479425731154292311.jpg,0.00174532923847,-0.199411962366,22.2216492925,37.4929695129,-122.381988525,51.0190260376
2016-11-17 23:35:31.159381638,1479425731159381638,640,480,right_camera,right/1479425731159381638.jpg,0.00174532923847,-0.247129416283,22.2230632832,37.4929695129,-122.381988525,51.0272642601
2016-11-17 23:35:31.181393842,1479425731181393842,640,480,center_camera,center/1479425731181393842.jpg,0.00174532923847,-0.3125,22.2270776637,37.4929695129,-122.381980896,51.0651980504
2016-11-17 23:35:31.204303388,1479425731204303388,640,480,left_camera,left/1479425731204303388.jpg,0.00174532923847,-0.256793652012,22.2327296476,37.4929695129,-122.381973267,51.1009293173
2016-11-17 23:35:31.209387651,1479425731209387651,640,480,right_camera,right/1479425731209387651.jpg,0.00174532923847,-0.25,22.2341370565,37.4929695129,-122.381973267,51.1089144935
2016-11-17 23:35:31.231280938,1479425731231280938,640,480,center_camera,center/1479425731231280938.jpg,0.00174532923847,-0.25,22.238237398,37.4929733276,-122.381965637,51.1476851746
2016-11-17 23:35:31.254238999,1479425731254238999,640,480,left_camera,left/1479425731254238999.jpg,0.00174532923847,-0.225885313361,22.2361106873,37.4929733276,-122.381965637,51.1863244579
2016-11-17 23:35:31.259342404,1479425731259342404,640,480,right_camera,right/1479425731259342404.jpg,0.00174532923847,-0.209838103089,22.2361106873,37.4929733276,-122.381965637,51.1949675231
2016-11-17 23:35:31.281293009,1479425731281293009,640,480,center_camera,center/1479425731281293009.jpg,0.00174532923847,-0.233891843291,22.2319879746,37.4929733276,-122.381958008,51.2351792851
2016-11-17 23:35:31.304246560,1479425731304246560,640,480,left_camera,left/1479425731304246560.jpg,0.00174532923847,-0.139415368759,22.2354701606,37.4929733276,-122.381950378,51.2727619656
2016-11-17 23:35:31.309377769,1479425731309377769,640,480,right_camera,right/1479425731309377769.jpg,0.00174532923847,-0.125,22.2357207762,37.4929733276,-122.381950378,51.2811983779
2016-11-17 23:35:31.331364043,1479425731331364043,640,480,center_camera,center/1479425731331364043.jpg,0.00174532923847,-0.0951974693252,22.2313467826,37.4929733276,-122.381942749,51.3225270976
2016-11-17 23:35:31.354320846,1479425731354320846,640,480,left_camera,left/1479425731354320846.jpg,0.00174532923847,0.0240810636037,22.2228596302,37.4929771423,-122.381942749,51.3641029213
2016-11-17 23:35:31.359411587,1479425731359411587,640,480,right_camera,right/1479425731359411587.jpg,0.00174532923847,0.0399963825183,22.2214447949,37.4929771423,-122.38193512,51.3729990067
2016-11-17 23:35:31.381449591,1479425731381449591,640,480,center_camera,center/1479425731381449591.jpg,0.00174532923847,0.0625,22.2153280907,37.4929771423,-122.38193512,51.4126457607
2016-11-17 23:35:31.404312908,1479425731404312908,640,480,left_camera,left/1479425731404312908.jpg,0.00174532923847,0.0625,22.2163243917,37.4929771423,-122.38192749,51.4505357842
2016-11-17 23:35:31.409418006,1479425731409418006,640,480,right_camera,right/1479425731409418006.jpg,0.00174532923847,0.0788664,22.2163033166,37.4929771423,-122.38192749,51.4591470523
2016-11-17 23:35:31.431336479,1479425731431336479,640,480,center_camera,center/1479425731431336479.jpg,0.00174532923847,0.201679488985,22.212628077,37.4929771423,-122.381919861,51.4679058581
2016-11-17 23:35:31.454301592,1479425731454301592,640,480,left_camera,left/1479425731454301592.jpg,0.00174532923847,0.25,22.2072914102,37.4929801023,-122.381912231,51.5051084395
2016-11-17 23:35:31.459404760,1479425731459404760,640,480,right_camera,right/1479425731459404760.jpg,0.00174532923847,0.25,22.2065824048,37.492980957,-122.381912231,51.513218047
2016-11-17 23:35:31.481355342,1479425731481355342,640,480,center_camera,center/1479425731481355342.jpg,0.00174532923847,0.341072618468,22.2055549622,37.492980957,-122.381904602,51.5528008534
2016-11-17 23:35:31.504232082,1479425731504232082,640,480,left_camera,left/1479425731504232082.jpg,0.00174532923847,0.375,22.2079696822,37.492980957,-122.381904602,51.5894933909
2016-11-17 23:35:31.509426512,1479425731509426512,640,480,right_camera,right/1479425731509426512.jpg,0.00174532923847,0.383023123019,22.2076207319,37.492980957,-122.381898229,51.5976951265
2016-11-17 23:35:31.531391005,1479425731531391005,640,480,center_camera,center/1479425731531391005.jpg,0.00214078201555,0.423338890438,22.2021486336,37.492980957,-122.381896973,51.6360402543
2016-11-17 23:35:31.554329260,1479425731554329260,640,480,left_camera,left/1479425731554329260.jpg,0.00349065847695,0.352018265163,22.201021924,37.492980957,-122.381889343,51.673593774
2016-11-17 23:35:31.559369826,1479425731559369826,640,480,right_camera,right/1479425731559369826.jpg,0.00349065847695,0.336195368454,22.2017249922,37.492980957,-122.381889343,51.6818128966
2016-11-17 23:35:31.581346716,1479425731581346716,640,480,center_camera,center/1479425731581346716.jpg,0.00349065847695,0.357208695045,22.2067523629,37.4929847717,-122.381881714,51.7184195811
2016-11-17 23:35:31.604184971,1479425731604184971,640,480,left_camera,left/1479425731604184971.jpg,0.00349065847695,0.26737019894,22.213116348,37.4929847717,-122.381874084,51.7527562743
2016-11-17 23:35:31.609503384,1479425731609503384,640,480,right_camera,right/1479425731609503384.jpg,0.00349065847695,0.257980846607,22.2138881683,37.4929847717,-122.381874084,51.7605556977
2016-11-17 23:35:31.631377311,1479425731631377311,640,480,center_camera,center/1479425731631377311.jpg,0.00349065847695,0.326207135734,22.2151067012,37.4929847717,-122.381866455,51.7956464197
2016-11-17 23:35:31.654318564,1479425731654318564,640,480,left_camera,left/1479425731654318564.jpg,0.00412717379541,0.375,22.2214705671,37.4929847717,-122.381866455,51.8282160451
2016-11-17 23:35:31.661497766,1479425731661497766,640,480,right_camera,right/1479425731661497766.jpg,0.00475229848778,0.375,22.2234605981,37.4929847717,-122.381865953,51.8402195711
2016-11-17 23:35:31.681351996,1479425731681351996,640,480,center_camera,center/1479425731681351996.jpg,0.00523598771542,0.41957240622,22.2309432783,37.4929885864,-122.381858826,51.8796208594
2016-11-17 23:35:31.704403320,1479425731704403320,640,480,left_camera,left/1479425731704403320.jpg,0.00674318673501,0.491472589611,22.2357317838,37.4929885864,-122.381851196,51.9126576068
2016-11-17 23:35:31.709602429,1479425731709602429,640,480,right_camera,right/1479425731709602429.jpg,0.00719620084209,0.507694962484,22.2367947518,37.4929885864,-122.381851196,51.9203901564
2016-11-17 23:35:31.731373454,1479425731731373454,640,480,center_camera,center/1479425731731373454.jpg,0.00945802183059,0.5625,22.2416667938,37.4929885864,-122.381843567,51.9547235984
2016-11-17 23:35:31.754335844,1479425731754335844,640,480,left_camera,left/1479425731754335844.jpg,0.0128341913556,0.606681254792,22.2426483598,37.4929885864,-122.381843567,51.9873389789
2016-11-17 23:35:31.759467716,1479425731759467716,640,480,right_camera,right/1479425731759467716.jpg,0.0132812730735,0.638701124457,22.2433597387,37.4929885864,-122.381835938,51.9951154651
2016-11-17 23:35:31.781440763,1479425731781440763,640,480,center_camera,center/1479425731781440763.jpg,0.0176699083541,0.643247678514,22.2483778233,37.4929885864,-122.381835938,52.0314921073
2016-11-17 23:35:31.804400407,1479425731804400407,640,480,left_camera,left/1479425731804400407.jpg,0.0251727714692,0.678483362757,22.2428689938,37.4929924011,-122.381828308,52.0661891492
2016-11-17 23:35:31.809482020,1479425731809482020,640,480,right_camera,right/1479425731809482020.jpg,0.026752857577,0.694338704531,22.2413629256,37.4929924011,-122.381828308,52.074123517
2016-11-17 23:35:31.831376416,1479425731831376416,640,480,center_camera,center/1479425731831376416.jpg,0.0324692653704,0.737426706353,22.2383306339,37.4929924011,-122.381820679,52.1106667172
2016-11-17 23:35:31.854259567,1479425731854259567,640,480,left_camera,left/1479425731854259567.jpg,0.0384343914195,0.730053528644,22.2370567397,37.4929924011,-122.381813049,52.1481708918
2016-11-17 23:35:31.859489076,1479425731859489076,640,480,right_camera,right/1479425731859489076.jpg,0.0397903334612,0.762424254909,22.2377764075,37.4929924011,-122.381813049,52.1569944147
2016-11-17 23:35:31.881468095,1479425731881468095,640,480,center_camera,center/1479425731881468095.jpg,0.0455371395009,0.8125,22.2350173493,37.4929924011,-122.38180542,52.1955715015
2016-11-17 23:35:31.904291203,1479425731904291203,640,480,left_camera,left/1479425731904291203.jpg,0.0515034913966,0.864777627517,22.2263633437,37.4929962158,-122.38180542,52.2328636169
2016-11-17 23:35:31.909568188,1479425731909568188,640,480,right_camera,right/1479425731909568188.jpg,0.0528823110369,0.868763923743,22.2244460086,37.4929962158,-122.381798777,52.241406361
2016-11-17 23:35:31.931409171,1479425731931409171,640,480,center_camera,center/1479425731931409171.jpg,0.0586015868168,0.8125,22.2183770649,37.4929962158,-122.381797791,52.2501138508
2016-11-17 23:35:31.954310513,1479425731954310513,640,480,left_camera,left/1479425731954310513.jpg,0.0634139712285,0.791654533715,22.2138881683,37.4929962158,-122.381790161,52.2873841886
2016-11-17 23:35:31.959462780,1479425731959462780,640,480,right_camera,right/1479425731959462780.jpg,0.0638586889951,0.775729243157,22.2138881683,37.4929962158,-122.381790161,52.2957024498
2016-11-17 23:35:31.981507145,1479425731981507145,640,480,center_camera,center/1479425731981507145.jpg,0.0645771846175,0.792948015232,22.2081618537,37.4929962158,-122.381782532,52.3348286531
2016-11-17 23:35:32.004330968,1479425732004330968,640,480,left_camera,left/1479425732004330968.jpg,0.0645771846175,0.656971717327,22.203251402,37.4929962158,-122.381774902,52.3710295481
2016-11-17 23:35:32.009464733,1479425732009464733,640,480,right_camera,right/1479425732009464733.jpg,0.0645771846175,0.61425721497,22.2025391923,37.4929962158,-122.381774902,52.3791571139
2016-11-17 23:35:32.031435213,1479425732031435213,640,480,center_camera,center/1479425732031435213.jpg,0.0645771846175,0.51135617655,22.2005053587,37.4930000305,-122.381767273,52.4173346005
2016-11-17 23:35:32.054472431,1479425732054472431,640,480,left_camera,left/1479425732054472431.jpg,0.0639877776404,0.520286811894,22.2027778625,37.4930000305,-122.381767273,52.4546790753
2016-11-17 23:35:32.059519651,1479425732059519651,640,480,right_camera,right/1479425732059519651.jpg,0.0635478644075,0.488780330342,22.2027778625,37.4930000305,-122.381767273,52.4629298296
2016-11-17 23:35:32.081479474,1479425732081479474,640,480,center_camera,center/1479425732081479474.jpg,0.0628318563104,0.394660411081,22.1951624876,37.4930000305,-122.381759644,52.5006926841
2016-11-17 23:35:32.104423826,1479425732104423826,640,480,left_camera,left/1479425732104423826.jpg,0.0628318563104,0.323530855984,22.189379027,37.4930000305,-122.381752014,52.5360017289
2016-11-17 23:35:32.109663562,1479425732109663562,640,480,right_camera,right/1479425732109663562.jpg,0.0626884335069,0.297092172066,22.1886603414,37.4930000305,-122.381752014,52.5441851561
2016-11-17 23:35:32.131473221,1479425732131473221,640,480,center_camera,center/1479425732131473221.jpg,0.0608094457182,0.134922150411,22.186552327,37.4930038452,-122.381744385,52.5811262954
