frame_id,steering_angle,label
HMB_4/center/1479425729881120069.jpg, 0.0142163810881, 1
HMB_4/center/1479425729931106688.jpg, 0.00579410940918, 1
HMB_4/center/1479425729981076760.jpg, -0.00117415000813, 1
HMB_4/center/1479425730031118702.jpg, -0.00816982701486, 1
HMB_4/center/1479425730081148517.jpg, -0.0136802986119, 1
HMB_4/center/1479425730131106872.jpg, -0.0157079640776, 1
HMB_4/center/1479425730181075491.jpg, -0.0157079640776, 1
HMB_4/center/1479425730231104826.jpg, -0.0157079640776, 1
HMB_4/center/1479425730281174632.jpg, -0.0157079640776, 1
HMB_4/center/1479425730381154894.jpg, -0.0157079640776, 1
HMB_4/center/1479425730431228626.jpg, -0.0157079640776, 1
HMB_4/center/1479425730481172304.jpg, -0.0125605991762, 1
HMB_4/center/1479425730531147589.jpg, -0.00767374996112, 1
HMB_4/center/1479425730581104348.jpg, 0.00102702089336, 1
HMB_4/center/1479425730631138780.jpg, 0.00523598771542, 1
HMB_4/center/1479425730681186395.jpg, 0.00385622334913, 1
HMB_4/center/1479425730731148035.jpg, 0.00299716783483, 1
HMB_4/center/1479425730781122615.jpg, 0.00174532923847, 1
HMB_4/center/1479425730881207333.jpg, 0.00349065847695, 1
HMB_4/center/1479425730931278086.jpg, 0.00349065847695, 1
HMB_4/center/1479425730981360394.jpg, 0.00349065847695, 1
HMB_4/center/1479425731031243212.jpg, 0.00349065847695, 1
HMB_4/center/1479425731081296618.jpg, 0.00349065847695, 1
HMB_4/center/1479425731131320872.jpg, 0.00174532923847, 1
HMB_4/center/1479425731181393842.jpg, 0.00174532923847, 1
HMB_4/center/1479425731231280938.jpg, 0.00174532923847, 1
HMB_4/center/1479425731281293009.jpg, 0.00174532923847, 1
HMB_4/center/1479425731381449591.jpg, 0.00174532923847, 1
HMB_4/center/1479425731431336479.jpg, 0.00174532923847, 1
HMB_4/center/1479425731481355342.jpg, 0.00174532923847, 1
HMB_4/center/1479425731531391005.jpg, 0.00214078201555, 1
HMB_4/center/1479425731581346716.jpg, 0.00349065847695, 1
