timestamp,brake_input
1479425728746597775,0.147127494216
1479425728766047678,0.146974906325
1479425728786296871,0.147112235427
1479425728806091814,0.147600516677
1479425728826314351,0.14721904695
1479425728846318168,0.147478446364
1479425728866292054,0.147280082107
1479425728886265176,0.147631034255
1479425728906321070,0.147814139724
1479425728926345733,0.147600516677
1479425728946377891,0.148012518883
1479425728966350419,0.147310599685
1479425728986377830,0.147539481521
1479425729006410285,0.147478446364
1479425729026457503,0.147112235427
1479425729046473625,0.147341117263
1479425729066498050,0.147676810622
1479425729086590646,0.147249564528
1479425729106575970,0.147631034255
1479425729126609943,0.147142753005
1479425729146674685,0.14755474031
1479425729166674383,0.14822614193
1479425729186697442,0.147600516677
1479425729206729185,0.146929115057
1479425729226780239,0.147508963943
1479425729246789458,0.147173270583
1479425729266981206,0.147524222732
1479425729286894812,0.147127494216
1479425729306916685,0.147447928786
1479425729326916571,0.147371634841
1479425729346963009,0.146990165114
1479425729367006099,0.147463187575
1479425729387026837,0.147478446364
1479425729407285889,0.147402152419
1479425729427282293,0.147402152419
1479425729447237792,0.147539481521
1479425729467264412,0.147569999099
1479425729487219851,0.147661551833
1479425729507235553,0.147020682693
1479425729527241446,0.147447928786
1479425729547305735,0.147356376052
1479425729567338733,0.147234305739
1479425729587330131,0.146837562323
1479425729607389912,0.147600516677
1479425729627414417,0.147600516677
1479425729647445995,0.147173270583
1479425729667504949,0.147615775466
1479425729687587358,0.147310599685
1479425729707780042,0.147371634841
1479425729727632689,0.147035941482
1479425729747756646,0.147600516677
1479425729767718593,0.147508963943
1479425729787724320,0.147249564528
1479425729807719440,0.147371634841
1479425729827742058,0.147402152419
1479425729847745199,0.147478446364
1479425729867772071,0.147463187575
1479425729887819801,0.147142753005
1479425729907862002,0.147249564528
1479425729927922058,0.147051200271
1479425729947924149,0.14738689363
1479425729967990127,0.147234305739
1479425729988001746,0.14721904695
1479425730008021956,0.147158011794
1479425730028062919,0.147493705153
1479425730048070712,0.147753104568
1479425730068092920,0.146837562323
1479425730088161357,0.147478446364
1479425730108165814,0.147478446364
1479425730128190742,0.14706645906
1479425730148230490,0.147142753005
1479425730168285923,0.147310599685
1479425730188303780,0.147341117263
1479425730208345900,0.147432669997
1479425730228362273,0.147890433669
1479425730248413150,0.147798880935
1479425730268441076,0.147951483727
1479425730288447842,0.147280082107
1479425730308564595,0.14738689363
1479425730328578290,0.147524222732
1479425730348564570,0.147798880935
1479425730368607245,0.147783622146
1479425730388598934,0.147264823318
1479425730408638912,0.146929115057
1479425730428681757,0.147295340896
1479425730448733691,0.146974906325
1479425730468739170,0.147249564528
1479425730488776907,0.147478446364
1479425730508810024,0.147173270583
1479425730528855638,0.146868079901
1479425730548865129,0.147096976638
1479425730568911248,0.147417411208
1479425730588954030,0.147798880935
1479425730609006932,0.147905692458
1479425730629009130,0.147356376052
1479425730649056958,0.147173270583
1479425730669046777,0.147234305739
1479425730689082037,0.147112235427
1479425730709135156,0.147249564528
1479425730729183081,0.147234305739
1479425730749182830,0.147325858474
1479425730769230694,0.147249564528
1479425730789274859,0.147524222732
1479425730809321241,0.147585257888
1479425730829343153,0.147524222732
1479425730849358645,0.147905692458
1479425730869413256,0.147173270583
1479425730889414151,0.147844657302
1479425730909478240,0.148027777672
1479425730929467801,0.147173270583
1479425730949584236,0.147035941482
1479425730969581814,0.147631034255
1479425730989593035,0.147203788161
1479425731009621189,0.147615775466
1479425731029639412,0.147615775466
1479425731049685439,0.147493705153
1479425731069712938,0.147814139724
1479425731089737667,0.147646293044
1479425731109781729,0.147508963943
1479425731129824489,0.147127494216
1479425731149820580,0.147417411208
1479425731169868297,0.147264823318
1479425731189916047,0.147264823318
1479425731209975183,0.147478446364
1479425731229975500,0.147692069411
1479425731250041677,0.147417411208
1479425731270070498,0.1477073282
1479425731290071494,0.147692069411
1479425731310109643,0.147859916091
1479425731330141145,0.147508963943
1479425731350153984,0.147249564528
1479425731370199635,0.147081717849
1479425731390244328,0.147661551833
1479425731410240997,0.147188529372
1479425731430313620,0.148027777672
1479425731450313780,0.147417411208
1479425731470366472,0.147829398513
1479425731490397359,0.147585257888
1479425731510471129,0.14805829525
1479425731530585722,0.147127494216
1479425731550586767,0.146959632635
1479425731570586289,0.147753104568
1479425731590570935,0.14721904695
1479425731610578213,0.147203788161
1479425731630605188,0.147371634841
1479425731650641034,0.14721904695
1479425731670698580,0.147859916091
1479425731690696747,0.147264823318
1479425731710742621,0.147539481521
1479425731730776676,0.147188529372
1479425731750827206,0.14721904695
1479425731770821660,0.147142753005
1479425731790869481,0.147371634841
1479425731810919811,0.147478446364
1479425731830959450,0.147325858474
1479425731850962403,0.147402152419
1479425731871006810,0.147508963943
1479425731891009129,0.147142753005
1479425731911064524,0.147508963943
1479425731931090358,0.147371634841
1479425731951128234,0.147234305739
1479425731971166140,0.147371634841
1479425731991189903,0.147508963943
1479425732011232422,0.147600516677
1479425732031237028,0.147737845778
1479425732051291284,0.147524222732
1479425732071301114,0.147295340896
1479425732091323046,0.147264823318
1479425732111367057,0.147081717849
1479425732131425662,0.147188529372
1479425732151451046,0.147173270583
1479425732171588185,0.147600516677
1479425732191574964,0.147020682693
1479425732211588613,0.147402152419
1479425732231572982,0.147493705153
1479425732251605986,0.146700233221
1479425732271652824,0.147814139724
1479425732291652237,0.14688333869
1479425732311697577,0.147432669997
1479425732331749501,0.147417411208
1479425732351784436,0.147737845778
1479425732371794164,0.147051200271
1479425732391820971,0.147768363357
1479425732411867899,0.14755474031
1479425732431919713,0.147203788161
1479425732451915282,0.147646293044
1479425732471968330,0.147371634841
1479425732491984931,0.147722586989
1479425732512030395,0.147539481521
1479425732532043465,0.147966742516
1479425732552099668,0.147081717849
1479425732572137976,0.147432669997
1479425732592138022,0.14738689363
1479425732612191031,0.147447928786
1479425732632195234,0.14706645906
1479425732652214092,0.147310599685
1479425732672275053,0.147692069411
1479425732692300722,0.147600516677
1479425732712363134,0.14706645906
1479425732732391986,0.147432669997
1479425732752418322,0.1477073282
1479425732772407879,0.147188529372
1479425732792493383,0.147325858474
1479425732812573373,0.147096976638
1479425732832570524,0.147417411208
1479425732852571299,0.146837562323
1479425732872595216,0.147676810622
1479425732892637553,0.147539481521
1479425732912640438,0.147676810622
1479425732932699231,0.147600516677
1479425732952764840,0.146593421698
1479425732972776018,0.147768363357
1479425732992790784,0.147402152419
1479425733012828795,0.147127494216
1479425733032864204,0.147508963943
1479425733052868743,0.147692069411
1479425733072912215,0.14738689363
1479425733092964053,0.147325858474
1479425733112971589,0.147356376052
1479425733133006662,0.147249564528
1479425733153039455,0.147753104568
1479425733173051965,0.147127494216
1479425733193093894,0.147447928786
1479425733213165602,0.147463187575
1479425733233185193,0.147646293044
1479425733253187420,0.147417411208
1479425733273440262,0.147020682693
1479425733293257400,0.146990165114
1479425733313276645,0.147188529372
1479425733333358614,0.147249564528
1479425733353343775,0.147142753005
1479425733373387358,0.147295340896
1479425733393424837,0.147280082107
1479425733413650538,0.147325858474
1479425733433585380,0.147569999099
1479425733453567772,0.147264823318
1479425733473793592,0.147905692458
1479425733493607320,0.146852821112
1479425733513649834,0.147203788161
1479425733533803392,0.14721904695
1479425733553693697,0.147417411208
1479425733573759875,0.147280082107
1479425733593774715,0.147585257888
1479425733613913180,0.147631034255
1479425733633822649,0.147936210036
1479425733654087474,0.147569999099
1479425733673859905,0.147051200271
1479425733693912571,0.147844657302
1479425733713961503,0.147676810622
1479425733733983721,0.147096976638
1479425733754022270,0.147783622146
1479425733774038263,0.147600516677
1479425733794085764,0.147402152419
1479425733814115261,0.147508963943
1479425733834131965,0.147859916091
1479425733854386500,0.147341117263
1479425733874183380,0.147402152419
1479425733894211216,0.147615775466
1479425733914275510,0.147447928786
1479425733934271566,0.147356376052
1479425733954318619,0.147569999099
1479425733974340811,0.147753104568
1479425733994413099,0.1477073282
1479425734014408732,0.147203788161
1479425734034465769,0.147295340896
1479425734054476878,0.147081717849
1479425734074575110,0.147325858474
1479425734094571256,0.147234305739
1479425734114582706,0.147524222732
1479425734134658497,0.147539481521
1479425734154634711,0.147325858474
1479425734174842597,0.147295340896
1479425734194693668,0.147127494216
1479425734214735533,0.147402152419
1479425734234775911,0.147280082107
1479425734254782402,0.147325858474
1479425734275101148,0.147585257888
1479425734294883988,0.147524222732
1479425734314913200,0.147600516677
1479425734334914888,0.147753104568
1479425734354961538,0.147463187575
1479425734375117072,0.147539481521
1479425734395058121,0.147356376052
1479425734415102223,0.147234305739
1479425734435122346,0.147356376052
1479425734455149137,0.147188529372
1479425734475270737,0.147829398513
1479425734495195864,0.147112235427
1479425734515231246,0.146959632635
1479425734535231620,0.147402152419
1479425734555262089,0.147234305739
1479425734575570169,0.147646293044
