timestamp,throttle_input
1479425728770055534,0.371831834316
1479425728790100968,0.369390398264
1479425728810113483,0.366216540337
1479425728830290498,0.364019215107
1479425728850175240,0.361943989992
1479425728870217745,0.362310230732
1479425728890241887,0.362554371357
1479425728910314206,0.361699849367
1479425728930316822,0.359624624252
1479425728950363641,0.358892202377
1479425728970411238,0.358892202377
1479425728990425284,0.358770132065
1479425729010682193,0.35852599144
1479425729030659731,0.357915610075
1479425729050577286,0.357427328825
1479425729070585477,0.358648061752
1479425729090653059,0.35767146945
1479425729110662108,0.35767146945
1479425729130707705,0.35852599144
1479425729150697501,0.35767146945
1479425729170758180,0.35852599144
1479425729190813847,0.357793539762
1479425729210886761,0.358648061752
1479425729230970133,0.357915610075
1479425729250832322,0.35767146945
1479425729270872890,0.3581597507
1479425729290903439,0.3581597507
1479425729310948485,0.358648061752
1479425729330974010,0.3571831882
1479425729351030840,0.3581597507
1479425729371029936,0.35767146945
1479425729391163513,0.35852599144
1479425729411107352,0.357793539762
1479425729431237949,0.356939047575
1479425729451189536,0.3571831882
1479425729471191516,0.358648061752
1479425729491323810,0.35852599144
1479425729511266647,0.3571831882
1479425729531357521,0.357793539762
1479425729551322424,0.35852599144
1479425729571582794,0.358770132065
1479425729591366107,0.358403921127
1479425729611430427,0.35950255394
1479425729631465893,0.361455708742
1479425729651490502,0.365239948034
1479425729671572451,0.368902117014
1479425729691571992,0.373174637556
1479425729711590640,0.3766079247
1479425729731607833,0.380758374929
1479425729751643224,0.381612867117
1479425729771679603,0.383810192347
1479425729791701526,0.385030895472
1479425729811741861,0.385519176722
1479425729831785582,0.385641247034
1479425729851786500,0.384786754847
1479425729871828101,0.385519176722
1479425729891874358,0.385641247034
1479425729911918514,0.383810192347
1479425729931937732,0.385152965784
1479425729951966289,0.385397106409
1479425729971982095,0.384298473597
1479425729992002194,0.383810192347
1479425730012067079,0.384176403284
1479425730032107035,0.383688092232
1479425730052115390,0.384054332972
1479425730072147066,0.385397106409
1479425730092175816,0.384420543909
1479425730112219578,0.384420543909
1479425730132233952,0.383932262659
1479425730152274828,0.384054332972
1479425730172336446,0.384420543909
1479425730192362581,0.383566021919
1479425730212363485,0.384054332972
1479425730232437390,0.383810192347
1479425730252464117,0.384054332972
1479425730272516840,0.384420543909
1479425730292517054,0.384542614222
1479425730312569496,0.385152965784
1479425730332782289,0.385030895472
1479425730352628610,0.385397106409
1479425730372662367,0.384542614222
1479425730392644934,0.384786754847
1479425730412690551,0.384420543909
1479425730432778861,0.385152965784
1479425730452776761,0.384054332972
1479425730472793416,0.385519176722
1479425730492821699,0.385152965784
1479425730512839421,0.383566021919
1479425730533025018,0.384664684534
1479425730552943196,0.384054332972
1479425730572933495,0.384420543909
1479425730593002868,0.384176403284
1479425730613048347,0.383321881294
1479425730633064624,0.383443951607
1479425730653092133,0.383321881294
1479425730673101838,0.383443951607
1479425730693136552,0.383321881294
1479425730713173262,0.383321881294
1479425730733227054,0.383566021919
1479425730753228487,0.383443951607
1479425730773272317,0.384420543909
1479425730793314930,0.383566021919
1479425730813563130,0.384054332972
1479425730833380295,0.384298473597
1479425730853437366,0.384420543909
1479425730873574745,0.387106120586
1479425730893486087,0.392599374056
1479425730913755004,0.398092627525
1479425730933567506,0.40199893713
1479425730953567724,0.40480658412
1479425730973612397,0.406881809235
1479425730993639011,0.407736331224
1479425731013688764,0.410910189152
1479425731033700706,0.411276429892
1479425731053777569,0.412130922079
1479425731073744180,0.412375062704
1479425731093798896,0.411398500204
1479425731113843270,0.411398500204
1479425731134088788,0.412741273642
1479425731153969605,0.412130922079
1479425731174050893,0.411154359579
1479425731193942354,0.411520570517
1479425731214005195,0.410910189152
1479425731234037466,0.412497133017
1479425731254044272,0.412008851767
1479425731274093302,0.412252992392
1479425731294134225,0.412252992392
1479425731314149316,0.411642640829
1479425731334211313,0.410177767277
1479425731354216744,0.410543978214
1479425731374254879,0.411154359579
1479425731394275981,0.410788118839
1479425731414305616,0.411032259464
1479425731434320895,0.408957034349
1479425731454363601,0.407614260912
1479425731474413158,0.403585880995
1479425731494461764,0.399801641703
1479425731514462269,0.397116035223
1479425731534587332,0.393453866243
1479425731554571531,0.389913797379
1479425731574626897,0.385397106409
1479425731594611007,0.380025953054
1479425731614676978,0.373784989119
1479425731634738122,0.368169695139
1479425731654694116,0.363775074482
1479425731674735533,0.3581597507
1479425731694773872,0.355230033398
1479425731714804526,0.353398948908
1479425731734819632,0.350225061178
1479425731754868608,0.348027765751
1479425731774912707,0.346196681261
1479425731795092567,0.346318751574
1479425731814962675,0.345220118761
1479425731835023325,0.346807062626
1479425731855022767,0.345708400011
1479425731875057712,0.346074610949
1479425731895099342,0.346318751574
1479425731915140519,0.347173273563
1479425731935162076,0.345952540636
1479425731955213353,0.346929132938
1479425731975249028,0.346929132938
1479425731995298197,0.345952540636
1479425732015280572,0.346807062626
1479425732035327184,0.346318751574
1479425732055345084,0.346807062626
1479425732075388608,0.347051203251
1479425732095414854,0.346562892199
1479425732115415892,0.346562892199
1479425732135519718,0.346929132938
1479425732155585083,0.346196681261
1479425732175589532,0.346196681261
1479425732195580664,0.346684992313
1479425732215609854,0.345464259386
1479425732235620252,0.347173273563
1479425732255658631,0.345464259386
1479425732275899807,0.347051203251
1479425732295733708,0.347051203251
1479425732315882814,0.346440821886
1479425732335901385,0.347051203251
1479425732355891901,0.346807062626
1479425732375949063,0.347539484501
1479425732396095098,0.345708400011
1479425732415904586,0.348149836063
1479425732435965120,0.354131370783
1479425732456014777,0.361699849367
1479425732476031678,0.369268327951
1479425732496146199,0.374761581421
1479425732516063358,0.379171431065
1479425732536139606,0.382101178169
1479425732556187540,0.383321881294
1479425732576194604,0.385763347149
1479425732596184912,0.387106120586
1479425732616243768,0.387228190899
1479425732636246962,0.386007487774
1479425732656303234,0.386251628399
1479425732676582964,0.386129558086
1479425732696381695,0.385885417461
1479425732716382361,0.385885417461
1479425732736431346,0.385641247034
1479425732756446878,0.384298473597
1479425732776584926,0.379171431065
1479425732796570148,0.375387191772
1479425732816586195,0.370733201504
1479425732836617563,0.367803454399
1479425732856649296,0.363408863544
1479425732876737382,0.356816977262
1479425732896694446,0.356084525585
1479425732916700118,0.35486382246
1479425732936737419,0.351323723793
1479425732956789610,0.348149836063
1479425732976829043,0.346318751574
1479425732996864790,0.344487667084
1479425733016877307,0.34325170517
1479425733036906510,0.341557949781
1479425733056944714,0.34142062068
1479425733076961117,0.341298550367
1479425733097014458,0.342275112867
1479425733117052888,0.341664761305
1479425733137092216,0.34142062068
1479425733157116949,0.342885494232
1479425733177116098,0.342641323805
1479425733197167676,0.341542690992
1479425733217212134,0.342030972242
1479425733237215109,0.341542690992
1479425733257291906,0.343007564545
1479425733277274714,0.342030972242
1479425733297319736,0.341664761305
1479425733317345594,0.342519253492
1479425733337389971,0.343007564545
1479425733357438099,0.341786831617
1479425733377438403,0.341542690992
1479425733397568876,0.342030972242
1479425733417575547,0.34239718318
1479425733437567670,0.34093233943
1479425733457817835,0.342763394117
1479425733477629351,0.342641323805
1479425733497645996,0.341664761305
1479425733517681039,0.342885494232
1479425733537697736,0.342030972242
1479425733557732350,0.342641323805
