timestamp,width,height,frame_id,filename
1479425729831388501,640,480,center_camera,center/1479425729831388501.jpg
1479425729854277875,640,480,left_camera,left/1479425729854277875.jpg
1479425729859224060,640,480,right_camera,right/1479425729859224060.jpg
1479425729881120069,640,480,center_camera,center/1479425729881120069.jpg
1479425729903951700,640,480,left_camera,left/1479425729903951700.jpg
1479425729909166889,640,480,right_camera,right/1479425729909166889.jpg
1479425729931106688,640,480,center_camera,center/1479425729931106688.jpg
1479425729953971728,640,480,left_camera,left/1479425729953971728.jpg
1479425729959216426,640,480,right_camera,right/1479425729959216426.jpg
1479425729981076760,640,480,center_camera,center/1479425729981076760.jpg
1479425730004015285,640,480,left_camera,left/1479425730004015285.jpg
1479425730009062444,640,480,right_camera,right/1479425730009062444.jpg
1479425730031118702,640,480,center_camera,center/1479425730031118702.jpg
1479425730053911035,640,480,left_camera,left/1479425730053911035.jpg
1479425730059060282,640,480,right_camera,right/1479425730059060282.jpg
1479425730081148517,640,480,center_camera,center/1479425730081148517.jpg
1479425730104033503,640,480,left_camera,left/1479425730104033503.jpg
1479425730112267021,640,480,right_camera,right/1479425730112267021.jpg
1479425730131106872,640,480,center_camera,center/1479425730131106872.jpg
1479425730154096848,640,480,left_camera,left/1479425730154096848.jpg
1479425730159160384,640,480,right_camera,right/1479425730159160384.jpg
1479425730181075491,640,480,center_camera,center/1479425730181075491.jpg
1479425730204000457,640,480,left_camera,left/1479425730204000457.jpg
1479425730209149059,640,480,right_camera,right/1479425730209149059.jpg
1479425730231104826,640,480,center_camera,center/1479425730231104826.jpg
1479425730253883698,640,480,left_camera,left/1479425730253883698.jpg
1479425730259123700,640,480,right_camera,right/1479425730259123700.jpg
1479425730281174632,640,480,center_camera,center/1479425730281174632.jpg
1479425730303944307,640,480,left_camera,left/1479425730303944307.jpg
1479425730309101686,640,480,right_camera,right/1479425730309101686.jpg
1479425730331103013,640,480,center_camera,center/1479425730331103013.jpg
1479425730353950757,640,480,left_camera,left/1479425730353950757.jpg
1479425730359060832,640,480,right_camera,right/1479425730359060832.jpg
1479425730381154894,640,480,center_camera,center/1479425730381154894.jpg
1479425730404023427,640,480,left_camera,left/1479425730404023427.jpg
1479425730409100197,640,480,right_camera,right/1479425730409100197.jpg
1479425730431228626,640,480,center_camera,center/1479425730431228626.jpg
1479425730453972617,640,480,left_camera,left/1479425730453972617.jpg
1479425730459228500,640,480,right_camera,right/1479425730459228500.jpg
1479425730481172304,640,480,center_camera,center/1479425730481172304.jpg
1479425730503988209,640,480,left_camera,left/1479425730503988209.jpg
1479425730509122856,640,480,right_camera,right/1479425730509122856.jpg
1479425730531147589,640,480,center_camera,center/1479425730531147589.jpg
1479425730554059657,640,480,left_camera,left/1479425730554059657.jpg
1479425730559193183,640,480,right_camera,right/1479425730559193183.jpg
1479425730581104348,640,480,center_camera,center/1479425730581104348.jpg
1479425730603991612,640,480,left_camera,left/1479425730603991612.jpg
1479425730609163076,640,480,right_camera,right/1479425730609163076.jpg
1479425730631138780,640,480,center_camera,center/1479425730631138780.jpg
1479425730654128190,640,480,left_camera,left/1479425730654128190.jpg
1479425730659201768,640,480,right_camera,right/1479425730659201768.jpg
1479425730681186395,640,480,center_camera,center/1479425730681186395.jpg
1479425730704077970,640,480,left_camera,left/1479425730704077970.jpg
1479425730709156833,640,480,right_camera,right/1479425730709156833.jpg
1479425730731148035,640,480,center_camera,center/1479425730731148035.jpg
1479425730754058351,640,480,left_camera,left/1479425730754058351.jpg
1479425730759220910,640,480,right_camera,right/1479425730759220910.jpg
1479425730781122615,640,480,center_camera,center/1479425730781122615.jpg
1479425730804107362,640,480,left_camera,left/1479425730804107362.jpg
1479425730809174128,640,480,right_camera,right/1479425730809174128.jpg
1479425730831205405,640,480,center_camera,center/1479425730831205405.jpg
1479425730854230334,640,480,left_camera,left/1479425730854230334.jpg
1479425730859303454,640,480,right_camera,right/1479425730859303454.jpg
1479425730881207333,640,480,center_camera,center/1479425730881207333.jpg
1479425730904192207,640,480,left_camera,left/1479425730904192207.jpg
1479425730909439311,640,480,right_camera,right/1479425730909439311.jpg
1479425730931278086,640,480,center_camera,center/1479425730931278086.jpg
1479425730954197175,640,480,left_camera,left/1479425730954197175.jpg
1479425730959343730,640,480,right_camera,right/1479425730959343730.jpg
1479425730981360394,640,480,center_camera,center/1479425730981360394.jpg
1479425731004259409,640,480,left_camera,left/1479425731004259409.jpg
1479425731009304723,640,480,right_camera,right/1479425731009304723.jpg
1479425731031243212,640,480,center_camera,center/1479425731031243212.jpg
1479425731054723299,640,480,left_camera,left/1479425731054723299.jpg
1479425731059333991,640,480,right_camera,right/1479425731059333991.jpg
1479425731081296618,640,480,center_camera,center/1479425731081296618.jpg
1479425731104152709,640,480,left_camera,left/1479425731104152709.jpg
1479425731109468216,640,480,right_camera,right/1479425731109468216.jpg
1479425731131320872,640,480,center_camera,center/1479425731131320872.jpg
1479425731154292311,640,480,left_camera,left/1479425731154292311.jpg
1479425731159381638,640,480,right_camera,right/1479425731159381638.jpg
1479425731181393842,640,480,center_camera,center/1479425731181393842.jpg
1479425731204303388,640,480,left_camera,left/1479425731204303388.jpg
1479425731209387651,640,480,right_camera,right/1479425731209387651.jpg
1479425731231280938,640,480,center_camera,center/1479425731231280938.jpg
1479425731254238999,640,480,left_camera,left/1479425731254238999.jpg
1479425731259342404,640,480,right_camera,right/1479425731259342404.jpg
1479425731281293009,640,480,center_camera,center/1479425731281293009.jpg
1479425731304246560,640,480,left_camera,left/1479425731304246560.jpg
1479425731309377769,640,480,right_camera,right/1479425731309377769.jpg
1479425731331364043,640,480,center_camera,center/1479425731331364043.jpg
1479425731354320846,640,480,left_camera,left/1479425731354320846.jpg
1479425731359411587,640,480,right_camera,right/1479425731359411587.jpg
1479425731381449591,640,480,center_camera,center/1479425731381449591.jpg
1479425731404312908,640,480,left_camera,left/1479425731404312908.jpg
1479425731409418006,640,480,right_camera,right/1479425731409418006.jpg
1479425731431336479,640,480,center_camera,center/1479425731431336479.jpg
1479425731454301592,640,480,left_camera,left/1479425731454301592.jpg
1479425731459404760,640,480,right_camera,right/1479425731459404760.jpg
1479425731481355342,640,480,center_camera,center/1479425731481355342.jpg
1479425731504232082,640,480,left_camera,left/1479425731504232082.jpg
1479425731509426512,640,480,right_camera,right/1479425731509426512.jpg
1479425731531391005,640,480,center_camera,center/1479425731531391005.jpg
1479425731554329260,640,480,left_camera,left/1479425731554329260.jpg
1479425731559369826,640,480,right_camera,right/1479425731559369826.jpg
1479425731581346716,640,480,center_camera,center/1479425731581346716.jpg
1479425731604184971,640,480,left_camera,left/1479425731604184971.jpg
1479425731609503384,640,480,right_camera,right/1479425731609503384.jpg
1479425731631377311,640,480,center_camera,center/1479425731631377311.jpg
1479425731654318564,640,480,left_camera,left/1479425731654318564.jpg
1479425731661497766,640,480,right_camera,right/1479425731661497766.jpg
1479425731681351996,640,480,center_camera,center/1479425731681351996.jpg
1479425731704403320,640,480,left_camera,left/1479425731704403320.jpg
1479425731709602429,640,480,right_camera,right/1479425731709602429.jpg
1479425731731373454,640,480,center_camera,center/1479425731731373454.jpg
1479425731754335844,640,480,left_camera,left/1479425731754335844.jpg
1479425731759467716,640,480,right_camera,right/1479425731759467716.jpg
1479425731781440763,640,480,center_camera,center/1479425731781440763.jpg
1479425731804400407,640,480,left_camera,left/1479425731804400407.jpg
1479425731809482020,640,480,right_camera,right/1479425731809482020.jpg
1479425731831376416,640,480,center_camera,center/1479425731831376416.jpg
1479425731854259567,640,480,left_camera,left/1479425731854259567.jpg
1479425731859489076,640,480,right_camera,right/1479425731859489076.jpg
1479425731881468095,640,480,center_camera,center/1479425731881468095.jpg
1479425731904291203,640,480,left_camera,left/1479425731904291203.jpg
1479425731909568188,640,480,right_camera,right/1479425731909568188.jpg
1479425731931409171,640,480,center_camera,center/1479425731931409171.jpg
1479425731954310513,640,480,left_camera,left/1479425731954310513.jpg
1479425731959462780,640,480,right_camera,right/1479425731959462780.jpg
1479425731981507145,640,480,center_camera,center/1479425731981507145.jpg
1479425732004330968,640,480,left_camera,left/1479425732004330968.jpg
1479425732009464733,640,480,right_camera,right/1479425732009464733.jpg
1479425732031435213,640,480,center_camera,center/1479425732031435213.jpg
1479425732054472431,640,480,left_camera,left/1479425732054472431.jpg
1479425732059519651,640,480,right_camera,right/1479425732059519651.jpg
1479425732081479474,640,480,center_camera,center/1479425732081479474.jpg
1479425732104423826,640,480,left_camera,left/1479425732104423826.jpg
1479425732109663562,640,480,right_camera,right/1479425732109663562.jpg
1479425732131473221,640,480,center_camera,center/1479425732131473221.jpg
1479425732154346060,640,480,left_camera,left/1479425732154346060.jpg
1479425732159506821,640,480,right_camera,right/1479425732159506821.jpg
1479425732181552210,640,480,center_camera,center/1479425732181552210.jpg
1479425732204460934,640,480,left_camera,left/1479425732204460934.jpg
1479425732209550629,640,480,right_camera,right/1479425732209550629.jpg
1479425732231500530,640,480,center_camera,center/1479425732231500530.jpg
1479425732254351578,640,480,left_camera,left/1479425732254351578.jpg
1479425732259593797,640,480,right_camera,right/1479425732259593797.jpg
1479425732281599399,640,480,center_camera,center/1479425732281599399.jpg
1479425732304434129,640,480,left_camera,left/1479425732304434129.jpg
1479425732309595014,640,480,right_camera,right/1479425732309595014.jpg
1479425732331526451,640,480,center_camera,center/1479425732331526451.jpg
1479425732354425995,640,480,left_camera,left/1479425732354425995.jpg
1479425732359545092,640,480,right_camera,right/1479425732359545092.jpg
1479425732381612326,640,480,center_camera,center/1479425732381612326.jpg
1479425732404504041,640,480,left_camera,left/1479425732404504041.jpg
1479425732409620310,640,480,right_camera,right/1479425732409620310.jpg
1479425732431519171,640,480,center_camera,center/1479425732431519171.jpg
1479425732454448127,640,480,left_camera,left/1479425732454448127.jpg
1479425732459566486,640,480,right_camera,right/1479425732459566486.jpg
1479425732481585355,640,480,center_camera,center/1479425732481585355.jpg
1479425732504500145,640,480,left_camera,left/1479425732504500145.jpg
1479425732509599820,640,480,right_camera,right/1479425732509599820.jpg
1479425732531508356,640,480,center_camera,center/1479425732531508356.jpg
1479425732555155295,640,480,left_camera,left/1479425732555155295.jpg
1479425732559543366,640,480,right_camera,right/1479425732559543366.jpg
1479425732581601200,640,480,center_camera,center/1479425732581601200.jpg
1479425732604427773,640,480,left_camera,left/1479425732604427773.jpg
1479425732609578847,640,480,right_camera,right/1479425732609578847.jpg
1479425732631576609,640,480,center_camera,center/1479425732631576609.jpg
1479425732654410310,640,480,left_camera,left/1479425732654410310.jpg
1479425732659593852,640,480,right_camera,right/1479425732659593852.jpg
1479425732681578448,640,480,center_camera,center/1479425732681578448.jpg
1479425732704505151,640,480,left_camera,left/1479425732704505151.jpg
1479425732709621605,640,480,right_camera,right/1479425732709621605.jpg
1479425732731601652,640,480,center_camera,center/1479425732731601652.jpg
1479425732754502801,640,480,left_camera,left/1479425732754502801.jpg
1479425732759605163,640,480,right_camera,right/1479425732759605163.jpg
1479425732781628819,640,480,center_camera,center/1479425732781628819.jpg
1479425732804429527,640,480,left_camera,left/1479425732804429527.jpg
1479425732809629119,640,480,right_camera,right/1479425732809629119.jpg
1479425732831606706,640,480,center_camera,center/1479425732831606706.jpg
1479425732854529605,640,480,left_camera,left/1479425732854529605.jpg
1479425732864237420,640,480,right_camera,right/1479425732864237420.jpg
1479425732881578299,640,480,center_camera,center/1479425732881578299.jpg
1479425732904591445,640,480,left_camera,left/1479425732904591445.jpg
1479425732909706948,640,480,right_camera,right/1479425732909706948.jpg
1479425732931614139,640,480,center_camera,center/1479425732931614139.jpg
1479425732954550270,640,480,left_camera,left/1479425732954550270.jpg
1479425732959744550,640,480,right_camera,right/1479425732959744550.jpg
1479425732981578186,640,480,center_camera,center/1479425732981578186.jpg
1479425733004565350,640,480,left_camera,left/1479425733004565350.jpg
1479425733009634376,640,480,right_camera,right/1479425733009634376.jpg
1479425733031569261,640,480,center_camera,center/1479425733031569261.jpg
1479425733054566812,640,480,left_camera,left/1479425733054566812.jpg
1479425733059767823,640,480,right_camera,right/1479425733059767823.jpg
1479425733081577840,640,480,center_camera,center/1479425733081577840.jpg
1479425733104574254,640,480,left_camera,left/1479425733104574254.jpg
1479425733109687121,640,480,right_camera,right/1479425733109687121.jpg
1479425733131596790,640,480,center_camera,center/1479425733131596790.jpg
1479425733154520441,640,480,left_camera,left/1479425733154520441.jpg
